50187	0
1005	0
1054	0
1009	0
1005	0
1054	0
1009	0
1007	0
1046	0
1006	0
1049	0
1000	0
1039	0
1006	0
1044	0
1009	0
1044	0
1008	0
1049	0
1007	0
1009	0
1055	0
1008	0
1007	0
1053	0
1012	0
1010	0
1055	0
1010	0
1008	0
1050	0
1007	0
1012	0
1046	0
1007	0
1053	0
1009	0
1006	0
1051	0
1011	0
1051	0
1010	0
1006	0
1048	0
1010	0
1010	0
1048	0
1011	0
1049	0
1007	0
1011	0
1046	0
1008	0
1039	0
1008	0
1013	0
1051	0
1008	0
1006	0
1042	0
1007	0
1055	0
1010	0
1048	0
1006	0
1007	0
1052	0
1008	0
1011	0
1056	0
1008	0
1008	0
1049	0
1012	0
1008	0
1041	0
1006	0
1053	0
1010	0
1048	0
1014	0
1009	0
1046	0
1006	0
1012	0
1048	0
1007	0
1050	0
1007	0
1012	0
1048	0
1010	0
1008	0
1050	0
1012	0
1010	0
1044	0
1011	0
1051	0
1010	0
993	0
1056	0
1009	0
1044	0
1010	0
1039	0
998	0
1040	0
996	0
1040	0
1045	0
1000	0
1040	0
993	0
1055	0
1003	0
1050	0
1013	0
1047	0
1012	0
1012	0
1048	0
1015	0
1012	0
1012	0
1044	0
1008	0
1051	0
1006	0
1010	0
1048	0
1009	0
1051	0
1005	0
1012	0
1044	0
1012	0
1010	0
1057	0
1005	0
1010	0
1054	0
1005	0
1009	0
1049	0
1004	0
1045	0
1004	0
1046	0
1011	0
1047	0
1010	0
1000	0
1045	0
1017	0
1014	0
1054	0
1008	0
1010	0
1054	0
1007	0
1011	0
1054	0
1010	0
1008	0
1057	0
1007	0
1008	0
1054	0
1008	0
1010	0
1050	0
1011	0
1008	0
1050	0
1005	0
1050	0
1008	0
1012	0
1052	0
1012	0
1010	0
1049	0
1012	0
1011	0
1054	0
1007	0
1011	0
1049	0
1009	0
1011	0
1047	0
1005	0
1048	0
1008	0
1008	0
1052	0
1011	0
1046	0
1001	0
1008	0
1045	0
1007	0
1054	0
1012	0
1010	0
1054	0
1009	0
1006	0
1056	0
1007	0
1011	0
1050	0
1012	0
1010	0
1054	0
1007	0
1011	0
1049	0
1012	0
1008	0
1052	0
1008	0
1011	0
1053	0
1008	0
1012	0
1049	0
1011	0
1012	0
1049	0
1009	0
1050	0
1010	0
1010	0
1048	0
1013	0
1010	0
1052	0
1006	0
1014	0
1047	0
1013	0
1007	0
1053	0
1011	0
998	0
1052	0
1012	0
1049	0
1009	0
1011	0
1049	0
1011	0
1014	0
1050	0
1007	0
1012	0
1050	0
1009	0
1016	0
1046	0
1007	0
1008	0
1048	0
1014	0
1008	0
1054	0
1008	0
1049	0
1008	0
1011	0
1049	0
1010	0
1007	0
1051	0
1011	0
1010	0
1050	0
1012	0
1011	0
1049	0
1012	0
1010	0
1050	0
1012	0
1008	0
1044	0
1001	0
1046	0
1006	0
1048	0
1012	0
1004	0
1051	0
1008	0
1048	0
1010	0
1012	0
1047	0
1006	0
1048	0
1015	0
1008	0
1052	0
1014	0
1010	0
1042	0
1008	0
1042	0
1002	0
1011	0
1040	0
1009	0
1045	0
1010	0
1043	0
1015	0
1046	0
1011	0
1012	0
1041	0
1007	0
1048	0
1011	0
999	0
1043	0
1012	0
1048	0
1010	0
1047	0
1005	0
1005	0
1054	0
1015	0
1006	0
1047	0
1009	0
1050	0
1006	0
1003	0
1051	0
1008	0
1049	0
1010	0
1011	0
1051	0
1010	0
1015	0
1051	0
1010	0
1013	0
1052	0
1008	0
1008	0
1051	0
1014	0
1007	0
1040	0
1011	0
1050	0
1006	0
1010	0
1050	0
1005	0
1039	0
1010	0
1013	0
1043	0
1011	0
1043	0
1006	0
1049	0
1004	0
1007	0
1037	0
1036	0
1008	0
1048	0
997	0
1050	0
1011	0
1045	0
1009	0
1012	0
1054	0
1006	0
1009	0
1047	0
1003	0
1053	0
1005	0
1005	0
1048	0
1007	0
1052	0
1010	0
1008	0
1054	0
1007	0
1009	0
1044	0
1011	0
1049	0
1012	0
1009	0
1048	0
1009	0
1010	0
1048	0
1007	0
1053	0
1014	0
1005	0
1049	0
1011	0
1012	0
1053	0
1006	0
1009	0
1044	0
1012	0
1008	0
1053	0
1013	0
1046	0
1009	0
1009	0
1043	0
1011	0
1048	0
1007	0
1011	0
1054	0
1003	0
1010	0
1046	0
1011	0
1049	0
1006	0
1006	0
1052	0
1011	0
1008	0
1050	0
1014	0
1006	0
1044	0
1007	0
1050	0
1011	0
1008	0
1049	0
1010	0
1047	0
1007	0
1010	0
1046	0
1012	0
1044	0
1005	0
1010	0
1043	0
1007	0
1048	0
1004	0
1044	0
1001	0
1046	0
1013	0
1051	0
1012	0
1009	0
1044	0
1014	0
1003	0
1049	0
1009	0
1050	0
1010	0
1005	0
1040	0
1019	0
1049	0
1005	0
1009	0
1046	0
1008	0
1049	0
1007	0
1008	0
1056	0
1011	0
1004	0
1043	0
1012	0
1050	0
1013	0
1006	0
1053	0
1007	0
1006	0
1054	0
1007	0
1047	0
1009	0
1008	0
1050	0
1010	0
1009	0
1053	0
1010	0
1008	0
1054	0
1008	0
1007	0
1053	0
1012	0
1006	0
1046	0
1004	0
1051	0
1008	0
1054	0
1010	0
1005	0
1047	0
1003	0
1045	0
1007	0
1008	0
1044	0
1008	0
1045	0
1016	0
1046	0
1007	0
1015	0
1049	0
1012	0
1011	0
1053	0
1010	0
1005	0
1042	0
1004	0
1052	0
1006	0
1009	0
1052	0
1015	0
1008	0
1050	0
1014	0
1007	0
1055	0
1007	0
1007	0
1050	0
1008	0
1052	0
1010	0
1008	0
1053	0
1005	0
1010	0
1054	0
1007	0
1008	0
1044	0
1005	0
1053	0
1007	0
1053	0
999	0
1003	0
1052	0
1006	0
1040	0
1007	0
1047	0
1013	0
1046	0
1011	0
1012	0
1048	0
1011	0
1012	0
1052	0
1012	0
1010	0
1050	0
1008	0
1006	0
1042	0
1011	0
1012	0
1045	0
1010	0
1048	0
1008	0
1046	0
1014	0
1005	0
1044	0
1011	0
1044	0
1009	0
1003	0
1053	0
48006131	0
1040	0
1002	0
1051	0
988	0
1038	0
1041	0
1013	0
1035	0
1016	0
1037	0
998	0
1043	0
1004	0
1040	0
1004	0
1040	0
1003	0
1041	0
1043	0
1001	0
1042	0
1000	0
1042	0
1004	0
1055	0
992	0
1041	0
1000	0
1041	0
1040	0
999	0
1040	0
1000	0
1040	0
1041	0
999	0
1058	0
990	0
1040	0
1000	0
1040	0
1040	0
1004	0
1041	0
999	0
1040	0
1040	0
1000	0
1040	0
1000	0
1040	0
1039	0
1000	0
1041	0
999	0
1041	0
1039	0
1000	0
1040	0
1000	0
1040	0
1040	0
1000	0
1040	0
999	0
1041	0
1040	0
999	0
1040	0
1000	0
1061	0
993	0
1043	0
1018	0
1035	0
994	0
1041	0
1041	0
999	0
1048	0
1012	0
1036	0
999	0
1045	0
995	0
1042	0
1018	0
1041	0
1011	0
1053	0
1010	0
1009	0
1052	0
1011	0
1011	0
1049	0
1014	0
1001	0
1038	0
1009	0
1053	0
1008	0
1010	0
1047	0
998	0
1046	0
1008	0
1048	0
1008	0
1008	0
1044	0
1008	0
1044	0
1014	0
1012	0
1049	0
1008	0
1048	0
1011	0
1012	0
1041	0
1004	0
1043	0
1011	0
1011	0
1049	0
1008	0
1051	0
1008	0
1005	0
1052	0
1014	0
1005	0
1045	0
1011	0
1050	0
1007	0
1011	0
1045	0
1006	0
1054	0
1014	0
1008	0
1047	0
1005	0
1011	0
1043	0
1007	0
1048	0
1005	0
1046	0
1013	0
1010	0
1045	0
1001	0
1047	0
1003	0
1048	0
1012	0
1007	0
1052	0
1008	0
1013	0
1048	0
1006	0
1043	0
1007	0
1003	0
1040	0
1042	0
1002	0
1042	0
1002	0
1040	0
1006	0
1042	0
1004	0
1041	0
1004	0
1040	0
1043	0
1003	0
1039	0
1001	0
1042	0
1004	0
1038	0
1040	0
1000	0
1040	0
1000	0
1040	0
1041	0
999	0
1043	0
1004	0
1037	0
1000	0
1040	0
1040	0
1000	0
1040	0
1000	0
1041	0
1041	0
999	0
1040	0
1001	0
1040	0
1041	0
999	0
1041	0
999	0
1041	0
1040	0
1000	0
1040	0
1000	0
1040	0
1041	0
999	0
1041	0
1000	0
1040	0
1040	0
1000	0
1040	0
1005	0
1042	0
1001	0
1046	0
1040	0
997	0
1041	0
1000	0
1041	0
1040	0
1000	0
1039	0
1003	0
1038	0
1012	0
1050	0
1012	0
1040	0
1008	0
1035	0
1020	0
1047	0
1009	0
1010	0
